transaction_id,customer_id,product_id,quantity,price,timestamp,payment_method
4833,611,6,3,212.43,2024-12-22 11:39:00,Credit Card
7761,59,109,1,39.19,2023-09-16 20:35:00,Debit Card
5158,456,100,1,94.95,2023-09-26 06:09:00,Credit Card
7665,41,142,3,313.75,2024-06-17 10:14:00,Credit Card
3036,1181,92,5,421.07,2023-09-15 12:11:00,Bank Transfer
1356,695,121,2,59.32,2024-03-11 08:34:00,Debit Card
6880,172,56,3,119.26,2024-07-25 05:02:00,Cash
3043,752,56,10,108.13,2024-11-13 17:37:00,Debit Card
3085,291,114,1,101.23,2024-06-12 22:37:00,PayPal
60,336,134,2,85.3,2023-10-07 04:55:00,Credit Card
6708,1255,105,1,178.79,2023-01-19 21:23:00,Credit Card
1316,680,8,2,267.01,2023-06-22 22:00:00,Debit Card
384,1270,5,,179.49,2024-06-30 02:22:00,Debit Card
5544,428,98,1,103.75,2023-12-10 20:50:00,Cash
5178,1866,6,3,121.01,2024-01-02 15:49:00,Credit Card
2236,1961,117,2,75.07,2023-03-08 14:30:00,Cash
8965,255,31,1,384.07,2023-06-19 10:38:00,Credit Card
3746,1616,33,3,139.15,2023-03-21 07:49:00,Bank Transfer
9265,315,67,3,192.36,2024-03-10 13:10:00,Cash
7908,80,78,2,144.97,2024-11-23 05:17:00,Bank Transfer
9974,418,121,2,67.26,2023-07-14 03:11:00,Credit Card
3648,547,91,3,374.09,2024-03-13 05:38:00,Credit Card
1635,1888,150,1,176.73,2024-09-07 21:52:00,PayPal
7228,322,53,1,72.9,2023-02-28 21:19:00,Debit Card
4387,498,80,2,69.17,2023-06-06 08:45:00,PayPal
1088,1992,46,10,323.1,2023-06-08 22:38:00,Cash
3653,1645,66,1,185.26,2024-05-09 08:15:00,Bank Transfer
2910,1733,19,1,171.77,2023-03-06 09:52:00,Debit Card
7731,51,97,2,106.83,2024-02-13 19:09:00,Bank Transfer
5134,1865,136,2,164.83,2023-07-25 02:42:00,Debit Card
2974,1131,6,2,145.91,2024-12-21 22:55:00,Credit Card
7750,51,60,2,462.35,2024-12-07 21:49:00,Credit Card
1701,957,128,3,209.34,2024-10-04 21:35:00,Debit Card
4082,676,117,10,44.85,2024-07-01 19:03:00,Debit Card
3905,528,21,2,207.76,2023-02-12 08:53:00,PayPal
3503,112,64,2,40.04,2024-01-02 07:38:00,Cash
5240,1844,9,1,164.47,2023-04-10 22:43:00,Cash
9531,342,28,2,219.77,2023-05-12 10:47:00,Cash
9664,349,26,1,23.46,2024-10-15 20:43:00,PayPal
9970,418,28,1,196.77,2023-06-04 06:07:00,Bank Transfer
1662,1462,49,3,335.98,2023-12-29 16:00:00,Bank Transfer
9757,399,54,2,51.65,2023-02-05 03:38:00,PayPal
2022,1433,127,1,165.53,2024-11-02 13:57:00,Credit Card
4984,284,75,3,279.46,2024-05-16 01:07:00,PayPal
2300,619,20,3,36.94,2023-02-14 18:19:00,Cash
1768,567,64,3,34.04,2023-04-22 05:07:00,
7522,28,77,2,178.06,2024-01-02 20:24:00,Debit Card
6225,1293,1,2,257.48,2023-04-05 22:59:00,Cash
7896,80,89,1,129.14,2024-07-29 05:53:00,PayPal
6347,549,46,1,184.49,2023-03-23 05:05:00,Debit Card
9029,259,12,1,185.5,2024-01-26 10:26:00,Bank Transfer
7276,3,116,1,426.66,2023-02-04 06:44:00,Bank Transfer
6113,1234,77,5,193.59,2024-08-03 22:54:00,Bank Transfer
9413,324,66,1,238.15,2024-04-09 21:05:00,Bank Transfer
630,1554,148,1,222.86,2023-04-02 06:28:00,Bank Transfer
4791,1369,48,5,389.75,2024-07-11 01:09:00,Credit Card
4385,1776,135,3,230.45,2023-01-22 02:31:00,Debit Card
7249,454,18,3,63.46,2023-05-15 23:01:00,PayPal
9988,419,128,1,200.47,2023-01-11 22:14:00,Cash
1257,614,25,3,186.43,2024-04-01 04:03:00,Cash
9040,259,123,1,406.55,2024-06-14 14:16:00,Cash
5976,898,107,2,290.79,2023-08-03 10:36:00,Bank Transfer
4170,1923,9,2,240.59,2024-06-25 01:49:00,Debit Card
2938,1506,64,1,47.73,2023-12-12 02:54:00,PayPal
9227,289,30,2,149.2,2024-04-18 12:58:00,Debit Card
9002,257,75,1,452.92,2023-08-21 21:42:00,Bank Transfer
7616,38,14,1,23.9,2023-07-14 09:44:00,Bank Transfer
981,850,22,5,85.76,2024-04-16 02:22:00,
5195,1692,58,1,417.87,2023-10-03 06:04:00,Cash
8902,248,119,1,126.44,2023-08-13 11:07:00,Cash
7589,37,148,1,245.85,2023-01-03 10:38:00,Cash
1540,909,46,1,186.57,2024-03-16 22:26:00,Cash
8691,206,70,1,150.42,2023-01-24 22:06:00,Cash
7920,82,136,10,256.06,2023-10-01 22:02:00,Debit Card
3869,1626,87,1,320.32,2023-06-11 23:56:00,Credit Card
9991,419,67,1,314.09,2023-02-14 17:32:00,Cash
5916,1523,136,1,176.39,2024-06-27 18:31:00,Debit Card
8807,221,61,2,68.02,2023-07-01 06:12:00,PayPal
8409,138,19,3,198.57,2024-06-26 09:24:00,Credit Card
8048,99,53,2,72.5,2024-10-22 18:36:00,Bank Transfer
2494,1853,75,3,,2023-11-08 07:22:00,Debit Card
9478,337,139,2,217.89,2024-10-12 12:15:00,Credit Card
8143,105,2,1,274.22,2024-09-03 17:47:00,Debit Card
5141,1825,38,1,,2023-02-26 12:07:00,Debit Card
2185,666,28,3,128.09,2023-04-16 00:26:00,Cash
7218,1676,15,2,282.54,2023-05-22 09:54:00,Cash
6596,1625,80,1,87.65,2023-01-18 15:00:00,Debit Card
8478,159,136,2,171.3,2023-04-27 01:11:00,Debit Card
4098,144,23,3,93.34,2023-01-26 06:53:00,Bank Transfer
8193,122,132,1,156.55,2024-05-19 00:54:00,Cash
9443,337,57,2,144.77,2023-02-01 04:07:00,Credit Card
9637,349,128,,321.85,2023-06-25 01:11:00,PayPal
7888,80,46,2,203.82,2024-02-17 22:39:00,PayPal
1968,786,74,5,33.82,2024-09-25 22:57:00,Bank Transfer
7124,1552,28,1,140.7,2023-05-11 07:15:00,Bank Transfer
6250,562,87,10,303.24,2023-10-08 11:55:00,Credit Card
4640,648,74,3,45.03,2023-12-25 23:29:00,PayPal
8585,188,126,3,87.93,2024-06-18 10:52:00,Debit Card
9314,318,118,1,237.92,2023-09-22 16:07:00,Cash
7,1835,136,1,274.14,2024-01-06 20:45:00,Credit Card
3300,1174,98,2,138.56,2023-10-18 08:17:00,Cash
3947,1526,67,1,186.63,2024-12-19 10:53:00,PayPal
6138,155,69,2,139.21,2024-12-07 15:11:00,Bank Transfer
3966,1451,8,1,238.69,2023-11-14 07:49:00,Cash
6264,1106,109,1,31.11,2024-06-15 23:04:00,Cash
5034,510,33,2,232.08,2024-06-04 15:45:00,Bank Transfer
7099,655,43,2,27.99,2024-01-25 13:26:00,PayPal
2184,1742,97,3,125.02,2024-08-24 23:59:00,Credit Card
3025,842,15,3,292.08,2023-04-26 09:07:00,Debit Card
5376,936,11,3,294.72,2024-02-19 21:40:00,Cash
5808,1894,44,217,5.142578736233503,2023-06-15 10:54:00,Debit Card
1789,1375,18,1,91.93,2023-05-06 11:47:00,PayPal
8700,206,44,1,91.42,2023-10-17 16:37:00,PayPal
323,12,113,1,252.13,2023-12-22 22:30:00,Credit Card
170,1869,130,2,118.41,2023-11-22 10:10:00,Cash
1377,1170,111,3,59.87,2023-07-12 20:38:00,Debit Card
9037,259,36,3,144.02,2024-04-15 06:46:00,Bank Transfer
9371,321,71,3,11.68,2024-03-09 21:17:00,PayPal
3453,1220,78,3,87.6,2024-06-21 23:42:00,Debit Card
5275,466,74,2,44.4,2023-01-05 12:44:00,Credit Card
6325,899,148,1,211.33,2024-08-22 10:00:00,PayPal
7555,29,80,1,111.14,2024-12-17 02:11:00,Cash
2536,1321,77,2,181.05,2023-07-02 22:47:00,Bank Transfer
7472,27,21,1,157.03,2023-08-31 12:02:00,Credit Card
1705,212,2,2,213.36,2023-09-03 05:52:00,Cash
4091,980,146,1,,2023-05-01 14:20:00,Debit Card
347,975,46,3,203.79,2024-10-01 14:38:00,Bank Transfer
7223,1845,8,1,203.37,2023-12-16 16:13:00,Debit Card
1511,1608,59,1,345.57,2023-09-23 12:43:00,Debit Card
8824,221,37,2,249.16,2024-01-27 09:29:00,PayPal
7345,11,62,1,110.84,2023-09-01 03:15:00,Debit Card
1451,178,117,1,73.96,2024-10-23 11:44:00,Credit Card
1091,1992,56,1,75.08,2024-06-24 16:49:00,Cash
8498,159,113,2,219.43,2024-07-05 20:20:00,Debit Card
6990,1149,21,1,224.65,2023-05-12 00:26:00,Cash
9379,321,115,1,140.72,2024-09-29 16:58:00,PayPal
4080,676,97,1,159.17,2024-03-12 21:03:00,Debit Card
5245,1844,116,3,338.47,2024-10-02 11:40:00,Cash
6382,325,1,3,247.97,2024-07-13 10:11:00,PayPal
8575,188,142,3,262.83,2023-11-02 02:49:00,Debit Card
8216,123,85,1,245.15,2023-12-23 05:41:00,Debit Card
7609,38,100,2,79.26,2023-01-08 02:39:00,Bank Transfer
8619,198,26,1,35.5,2023-04-03 21:41:00,Credit Card
6927,1450,110,3,207.4,2024-10-21 02:59:00,Debit Card
5349,1514,75,1,418.37,2024-09-07 16:03:00,Debit Card
1871,556,137,1,283.84,2023-03-30 14:20:00,Debit Card
3366,527,17,1,159.31,2024-04-26 15:38:00,Credit Card
4352,478,142,1,249.47,2024-07-27 14:25:00,Credit Card
6151,967,39,1,280.08,2023-02-18 20:48:00,Bank Transfer
5210,1879,94,1,344.49,2024-04-08 13:32:00,Cash
7630,38,149,1,222.4,2023-12-29 14:19:00,Bank Transfer
5450,1319,93,1,101.65,2023-06-26 02:15:00,Credit Card
2611,1779,11,1,203.94,2024-07-28 07:53:00,Bank Transfer
5465,606,66,2,185.3,2023-09-29 15:45:00,Bank Transfer
1731,1709,31,1,293.81,2024-01-14 12:19:00,Bank Transfer
6670,408,125,1,477.81,2023-06-21 00:50:00,Bank Transfer
7598,37,46,2,309.53,2023-11-01 09:04:00,Cash
7981,87,8,1,234.7,2024-07-05 09:54:00,Credit Card
362,1230,53,2,59.23,2023-03-08 06:52:00,Bank Transfer
100,175,42,1,58.46,2024-02-12 15:43:00,Credit Card
4284,797,130,1,188.8,2023-05-11 17:01:00,Bank Transfer
5720,845,95,2,273.24,2023-06-14 13:59:00,Cash
8654,198,87,3,338.8,2024-12-01 04:38:00,Credit Card
4042,1180,148,2,309.83,2024-06-18 21:58:00,Bank Transfer
486,224,21,2,197.68,2024-11-08 04:37:00,PayPal
4411,353,114,2,173.41,2024-04-18 23:05:00,PayPal
1770,567,95,1,320.8,2023-12-08 23:05:00,Bank Transfer
3269,623,106,263,1.7668054898436516,2024-11-26 00:06:00,Bank Transfer
8220,123,42,1,59.83,2024-03-06 19:33:00,Bank Transfer
6823,307,102,3,141.91,2023-10-07 23:19:00,Bank Transfer
8336,132,127,1,183.7,2023-02-28 14:18:00,Cash
3225,1881,100,1,63.86,2023-06-19 17:44:00,Debit Card
8167,118,98,1,209.73,2023-04-11 02:12:00,Debit Card
9618,348,105,2,246.75,2024-07-26 03:37:00,Bank Transfer
7984,87,88,1,26.74,2024-10-12 21:16:00,Credit Card
1995,1950,99,1,339.02,2024-05-24 06:38:00,PayPal
2268,211,26,3,29.36,2024-12-25 02:09:00,Debit Card
6280,1505,6,2,182.96,2024-07-30 05:09:00,PayPal
9376,321,142,5,356.75,2024-06-30 11:35:00,PayPal
8923,248,66,1,245.51,2024-08-06 04:46:00,Cash
5217,1054,48,2,262.08,2024-05-25 19:30:00,Bank Transfer
2716,128,149,1,298.76,2023-09-22 01:46:00,Credit Card
5620,1569,52,3,80.14,2023-06-17 10:26:00,Credit Card
9700,363,132,1,174.79,2024-11-21 00:21:00,Bank Transfer
9889,405,110,1,179.92,2024-12-26 09:41:00,Bank Transfer
4565,1966,7,2,247.13,2023-09-10 19:28:00,Cash
5459,1928,13,2,79.7,2023-11-21 20:00:00,Credit Card
6941,494,108,2,410.29,2023-10-09 19:09:00,Cash
8188,122,17,1,239.86,2023-09-22 03:27:00,Cash
8467,157,8,5,269.68,2024-10-24 13:36:00,Bank Transfer
2314,821,26,1,21.68,2023-08-21 22:01:00,Bank Transfer
48,1458,28,328,7.404103774684434,2024-02-08 17:52:00,Bank Transfer
2144,459,121,2,78.06,2023-02-22 06:47:00,Bank Transfer
3730,1215,11,2,257.79,2024-09-03 07:32:00,Bank Transfer
2939,872,9,1,248.57,2023-03-04 09:09:00,PayPal
2905,1348,8,,203.52,2023-12-27 19:44:00,Cash
7060,1659,77,2,195.61,2023-10-31 06:45:00,Debit Card
1567,316,117,3,53.73,2023-06-26 05:55:00,Bank Transfer
8441,157,35,1,,2023-10-18 07:07:00,Cash
388,1288,92,3,367.83,2023-04-19 14:51:00,PayPal
3070,1732,85,1,203.09,2024-01-22 02:45:00,Debit Card
4999,116,125,1,343.68,2023-07-11 10:01:00,Debit Card
2989,381,15,3,270.88,2023-11-11 06:34:00,Debit Card
5723,845,95,1,312.14,2024-11-20 08:20:00,Cash
1471,926,131,1,131.79,2023-02-24 09:46:00,PayPal
4904,1900,29,3,,2023-08-16 02:06:00,Cash
4165,749,135,1,129.89,2024-11-07 11:27:00,Debit Card
2662,706,40,2,340.25,2023-05-29 08:00:00,PayPal
2853,1860,58,5,481.72,2024-06-04 10:26:00,Bank Transfer
3213,1913,137,2,220.97,2024-12-20 22:15:00,PayPal
3825,770,58,1,421.92,2023-04-09 12:11:00,Cash
8612,198,104,3,198.81,2023-01-18 00:10:00,Credit Card
2157,1264,33,1,251.14,2024-09-03 14:22:00,Credit Card
4205,392,44,1,61.72,2024-03-11 18:22:00,Debit Card
6989,1149,25,5,175.87,2023-04-19 04:47:00,Cash
127,1048,97,2,180.04,2024-01-10 04:05:00,Credit Card
7277,3,137,10,198.2,2023-02-25 04:40:00,Bank Transfer
1837,1053,25,3,137.64,2024-05-01 02:10:00,PayPal
1571,390,60,1,307.21,2023-03-30 18:34:00,Debit Card
7495,27,28,1,144.76,2024-08-28 04:16:00,Credit Card
3315,993,33,1,210.38,2024-05-07 05:35:00,PayPal
1122,1166,150,3,158.4,2023-02-14 02:14:00,Credit Card
3156,1105,109,120,4.859782852427135,2023-08-06 03:27:00,Debit Card
2446,997,38,3,349.91,2024-09-02 14:00:00,Bank Transfer
2937,1506,116,2,349.14,2023-05-15 12:40:00,PayPal
8682,203,16,3,317.26,2024-07-16 05:24:00,PayPal
2919,282,41,1,20.67,2024-03-06 01:33:00,Cash
523,1434,133,1,225.89,2024-01-09 07:20:00,Debit Card
3411,536,132,1,183.26,2023-01-01 14:41:00,Bank Transfer
2564,1190,146,2,209.93,2024-10-25 09:26:00,Debit Card
3512,542,99,1,429.11,2024-12-04 08:01:00,Bank Transfer
1921,638,30,1,110.39,2024-05-12 03:34:00,Bank Transfer
978,850,74,5,54.92,2023-06-02 20:36:00,Credit Card
2864,591,64,1,33.33,2023-01-30 15:14:00,PayPal
3714,18,37,5,211.74,2023-12-28 10:24:00,Credit Card
7998,97,52,1,51.24,2023-06-21 02:36:00,PayPal
737,1495,85,1,225.64,2024-03-26 23:46:00,Bank Transfer
9142,273,81,10,58.39,2023-03-18 02:39:00,Credit Card
5519,1474,144,2,133.68,2024-03-02 18:20:00,Credit Card
9008,257,75,3,404.59,2024-09-16 11:05:00,
129,1254,116,1,484.89,2023-06-27 17:20:00,Cash
4780,1337,17,1,207.91,2023-08-04 07:49:00,Cash
5294,469,8,1,147.86,2023-01-15 09:26:00,Credit Card
9972,418,65,1,9.36,2023-06-18 03:39:00,Bank Transfer
734,1495,112,1,191.37,2023-05-26 06:05:00,Bank Transfer
4872,309,112,2,124.47,2023-06-15 07:38:00,Debit Card
4500,1204,17,1,261.0,2024-11-08 22:54:00,Credit Card
6689,586,115,1,153.39,2024-02-17 12:37:00,PayPal
5224,205,1,1,265.76,2023-05-28 06:59:00,Debit Card
7746,51,109,3,24.11,2024-09-26 03:25:00,Bank Transfer
7005,252,110,1,217.81,2024-07-21 02:03:00,PayPal
4680,83,45,2,272.67,2023-12-30 13:20:00,PayPal
5457,1928,50,5,87.64,2023-03-07 18:05:00,PayPal
8151,105,101,3,238.08,2024-12-10 14:19:00,Cash
9697,363,90,1,179.97,2024-09-21 03:28:00,Bank Transfer
2205,62,124,1,,2023-08-08 16:01:00,Cash
9742,394,37,1,149.38,2023-07-12 16:45:00,PayPal
1351,575,72,1,112.26,2024-10-20 01:01:00,Bank Transfer
1625,1386,67,5,156.31,2023-09-13 19:24:00,Cash
8171,118,98,2,181.47,2023-10-10 17:16:00,PayPal
696,1075,13,1,74.66,2024-10-10 10:11:00,Credit Card
5204,1031,31,2,355.67,2023-05-19 10:44:00,Credit Card
8669,203,79,2,187.63,2023-12-30 14:47:00,PayPal
3114,1072,49,3,401.76,2023-11-01 17:27:00,Credit Card
5722,845,138,10,95.0,2024-02-11 06:59:00,Bank Transfer
1209,944,48,3,428.16,2024-11-04 08:47:00,PayPal
9052,259,115,1,246.12,2024-10-21 09:18:00,Bank Transfer
1262,1158,100,10,97.53,2023-12-11 15:51:00,PayPal
7168,1104,16,3,217.46,2024-10-29 05:02:00,Bank Transfer
3359,564,86,3,156.97,2024-10-01 18:04:00,Bank Transfer
7478,27,59,3,298.12,2024-01-28 06:15:00,Bank Transfer
9530,342,145,1,173.99,2023-04-15 14:36:00,Cash
255,914,61,2,57.87,2023-04-21 22:28:00,PayPal
8465,157,68,1,106.35,2024-10-04 12:39:00,Cash
2340,1123,131,5,183.35,2024-07-16 23:46:00,Debit Card
2885,1328,8,1,150.47,2023-08-09 00:12:00,Credit Card
1167,693,48,3,345.27,2024-07-17 00:11:00,Credit Card
4997,116,5,2,294.23,2023-02-10 10:29:00,Debit Card
5536,6,2,5,286.57,2023-07-06 00:53:00,Bank Transfer
6956,237,22,1,52.66,2024-12-27 00:46:00,PayPal
7413,20,33,,217.31,2024-02-20 17:29:00,Cash
5909,1235,43,10,18.63,2024-06-02 07:17:00,PayPal
7500,28,24,1,98.69,2023-01-04 05:28:00,Debit Card
20,185,101,2,276.68,2023-01-04 20:52:00,PayPal
2678,17,28,5,236.13,2023-07-13 23:30:00,Debit Card
4526,1618,107,1,345.1,2024-05-25 12:16:00,Bank Transfer
4418,103,118,1,194.7,2024-06-28 09:59:00,PayPal
6246,1978,99,1,349.31,2023-06-26 10:46:00,Cash
8557,170,112,3,189.85,2024-10-20 16:02:00,Credit Card
6398,1882,132,5,177.08,2023-07-16 10:14:00,Cash
2849,788,133,1,234.89,2023-04-17 21:54:00,Bank Transfer
2806,433,86,1,239.3,2023-03-11 14:33:00,Debit Card
7338,11,141,3,178.89,2023-05-17 21:48:00,Debit Card
9320,318,116,2,257.05,2023-11-29 23:01:00,Cash
5965,1827,137,1,264.5,2024-08-22 07:54:00,Bank Transfer
5787,708,24,3,102.71,2023-03-12 03:25:00,Credit Card
3144,1466,83,5,195.08,2023-09-09 19:41:00,Cash
9740,394,129,10,239.38,2023-03-27 08:12:00,PayPal
5107,551,42,1,45.53,2024-01-28 01:35:00,Cash
7082,651,13,1,96.15,2024-10-04 13:27:00,PayPal
9297,317,8,1,147.25,2023-11-29 16:42:00,Credit Card
3335,158,115,2,258.92,2023-12-28 23:58:00,Bank Transfer
7416,20,33,1,172.3,2024-05-07 17:38:00,Cash
9395,324,34,1,30.03,2023-05-26 03:17:00,Bank Transfer
8805,221,92,5,393.69,2023-05-27 00:49:00,PayPal
9823,402,85,1,203.67,2024-04-08 04:51:00,Bank Transfer
4732,1798,140,1,14.26,2024-01-05 11:39:00,Credit Card
6088,1912,128,3,214.65,2024-04-25 20:08:00,PayPal
5165,1490,61,1,78.75,2023-02-13 13:08:00,Credit Card
4238,1361,43,2,31.0,2024-07-23 01:18:00,Bank Transfer
9578,345,129,1,130.4,2024-07-05 15:03:00,Credit Card
1277,1389,35,5,24.03,2024-01-11 01:10:00,Cash
4348,478,38,2,268.17,2023-05-14 21:49:00,Credit Card
7033,837,24,1,60.71,2023-01-29 10:45:00,Cash
4714,92,28,1,202.06,2024-11-09 09:03:00,PayPal
4546,1682,24,1,82.69,2024-11-09 06:01:00,Cash
7328,11,94,10,372.0,2023-01-11 22:05:00,Debit Card
4117,1821,108,1,337.64,2023-03-19 21:59:00,Bank Transfer
5489,15,15,1,240.09,2024-08-21 04:27:00,PayPal
796,589,128,2,206.42,2023-07-17 16:18:00,Debit Card
8677,203,35,2,46.53,2024-06-03 19:18:00,PayPal
700,430,148,3,220.39,2023-04-09 23:38:00,
51,1458,82,10,56.8,2024-12-31 17:11:00,Bank Transfer
102,1073,139,2,200.41,2023-01-11 11:14:00,Debit Card
7224,1845,67,1,215.77,2024-04-26 16:48:00,Debit Card
4910,98,134,1,74.51,2024-09-17 01:45:00,Credit Card
5434,1976,117,1,59.03,2024-12-05 03:38:00,Credit Card
1949,1843,29,3,233.73,2023-12-27 16:03:00,Cash
7401,20,74,1,49.1,2023-01-11 08:13:00,Cash
8197,122,50,2,149.35,2024-06-22 22:31:00,Cash
6488,1729,130,1,182.49,2023-12-27 05:11:00,Cash
3803,117,121,1,79.82,2024-11-23 09:46:00,Credit Card
2547,126,126,2,87.37,2024-01-10 16:37:00,Debit Card
1200,319,7,5,478.93,2024-08-09 10:59:00,Credit Card
6037,1904,118,10,247.96,2024-09-06 00:16:00,Debit Card
5133,497,66,2,319.3,2024-11-16 20:50:00,Cash
1689,179,150,2,138.4,2023-05-07 16:17:00,Debit Card
8334,132,65,1,10.45,2023-01-27 11:11:00,Cash
8632,198,44,3,100.75,2023-11-19 16:00:00,Credit Card
7232,1242,24,1,74.5,2024-03-05 05:03:00,Credit Card
5546,428,146,3,171.83,2024-04-08 00:05:00,Cash
3602,1086,140,2,20.38,2023-01-02 22:16:00,Credit Card
7313,10,28,2,261.7,2023-09-08 21:58:00,Credit Card
2741,1594,8,1,240.06,2024-04-23 06:24:00,Debit Card
5135,119,18,1,89.94,2023-06-17 15:32:00,Bank Transfer
6832,890,3,1,313.95,2023-09-06 23:16:00,Cash
2086,1935,86,3,225.53,2024-04-04 19:38:00,Bank Transfer
8591,188,113,5,208.59,2024-09-02 10:04:00,Debit Card
3041,752,92,,380.44,2023-12-19 08:11:00,Debit Card
4474,691,32,1,74.46,2023-11-06 15:02:00,Cash
422,1338,136,1,207.68,2024-10-24 17:45:00,Cash
7889,80,3,,301.92,2024-03-02 08:53:00,PayPal
7270,1649,106,1,352.64,2024-01-02 15:36:00,PayPal
9961,410,9,2,245.91,2024-06-16 04:12:00,Cash
1339,136,82,2,93.41,2024-07-03 17:06:00,Cash
9927,409,28,1,135.33,2023-04-21 00:03:00,Debit Card
9804,402,127,2,181.4,2023-03-23 13:37:00,Bank Transfer
8676,203,85,1,160.14,2024-05-13 03:05:00,PayPal
1497,359,67,1,241.35,2024-11-15 12:35:00,Bank Transfer
4942,520,81,1,47.72,2024-12-24 08:59:00,Bank Transfer
8122,105,3,1,230.98,2023-09-12 20:24:00,Cash
8549,170,6,112,1.0964327021479354,2024-01-10 13:40:00,Credit Card
451,1717,77,1,308.37,2023-03-17 10:49:00,PayPal
9139,273,125,1,462.37,2023-01-09 05:16:00,Debit Card
6420,1266,124,1,379.41,2023-02-18 14:24:00,PayPal
1994,1950,129,3,181.03,2024-04-03 19:32:00,Bank Transfer
3064,1513,94,2,224.89,2024-01-17 22:05:00,Cash
3571,1087,149,1,168.91,2024-12-24 18:56:00,PayPal
2105,200,32,2,45.25,2023-03-10 06:13:00,Debit Card
3097,1787,16,1,,2024-10-01 19:56:00,Credit Card
1592,1975,133,1,187.64,2024-07-20 02:23:00,Cash
6166,908,125,1,344.54,2023-03-20 17:52:00,Debit Card
3394,915,70,2,159.27,2023-08-12 11:40:00,PayPal
2931,1537,81,1,35.15,2023-05-21 05:57:00,Cash
9522,339,36,3,224.35,2024-09-18 20:48:00,PayPal
2679,17,48,1,443.18,2023-09-15 17:17:00,Debit Card
2835,973,66,5,207.42,2024-11-09 01:57:00,PayPal
5654,836,88,1,42.5,2023-08-20 07:21:00,
5577,35,44,3,72.96,2023-08-28 17:08:00,Debit Card
7205,1629,45,3,255.26,2023-11-13 00:23:00,
5636,710,130,2,106.28,2023-07-24 13:44:00,Bank Transfer
164,90,61,1,58.92,2024-11-21 13:16:00,Bank Transfer
8593,188,14,5,33.38,2024-09-14 03:19:00,Debit Card
2796,782,47,1,23.38,2024-10-02 11:58:00,Cash
